addressnbr,addressline1,city,state,zip,streetaddress,lat,lng,tradename,owner,phone,county
125,HWY 36 NORTH,CALDWELL,TX,77836-7555,125 HWY 36 NORTH,30.53508435,-96.6910479,B&C WINE & SPIRITS,CALDWELL DISCOUNT LIQUOR LLC,979-567-6700,Burleson 
3403,COLLEGE AVENUE,SNYDER,TX,79549-4632,3403 COLLEGE AVENUE,32.70666959,-100.9191758,B'S BEVERAGE BARN,B'S BEVERAGE BARN LLC,325-207-9251,Scurry
16817,THEISS MAIL RT RD,SPRING,TX,77379,16817 THEISS MAIL RT RD,30.03910229,-95.53379128,B. F. L. LIQUOR,CHELSEA BLUE LLC,832-215-9513,Harris
260,SPUR 114,STREETMAN,TX,75859,260 SPUR 114,31.88159499,-96.24021471,BABYDOLLS WATERING HOLE,"KOOG, LATASHA NABORS",903-599-2229,Freestone
1300,W MAIN STREET,PORT LAVACA,TX,77979,1300 W MAIN STREET,28.60937588,-96.63579921,BAKER'S LIQUOR STORE,"PARKER, JOYCE GAIL",361-552-2866,Calhoun
9695,SPENCER HWY,DEER PARK,TX,77536,9695 SPENCER HWY,29.66505972,-95.08799175,BAKER'S LIQUOR STORE,SHREE DURJA INC.,281-889-4969,Harris
3314,ROSS AVENUE SUITE 150,DALLAS,TX,75204,3314 ROSS AVENUE SUITE 150,32.79541603,-96.7890064,BAR & GARDEN,BAR & GARDEN L.L.C.,,Dallas
13500,W AIRPORT BOULEVARD SUITE G,SUGAR LAND,TX,77478,13500 W AIRPORT BOULEVARD SUITE G,29.6514978,-95.6203937,BARGAIN LIQUOR,A P & G INC.,(281) 980-4875,Fort Bend
5815,BISSONNET STREET,BELLAIRE,TX,77401-4719,5815 BISSONNET STREET,29.698831,-95.4834103,BARGAIN LIQUOR #6,CMCT ENTERPRISES INC.,781-663-7978,Harris
9352,LONG POINT,HOUSTON,TX,77055,9352 LONG POINT,29.79753359,-95.49197494,BARGAIN LIQUOR WAREHOUSE,INDRA HOLDINGS INC.,713-973-1016,Harris
2728-30,MONTANA AVENUE,EL PASO,TX,79903-3714,2728-30 MONTANA AVENUE,31.78163503,-106.4639148,BARREL HOUSE #1,ALL AMERICAN CITY REALTY CO.,915-598-9997,El Paso
1344,N ZARAGOZA SUITE D,EL PASO,TX,799367901,1344 N ZARAGOZA SUITE D,31.72974557,-106.2978368,BARREL HOUSE #2,ALL AMERICAN CITY REALTY CO.,915-598-9997,El Paso
420,REDD RD 'B',EL PASO,TX,79912,420 REDD RD 'B',31.86339693,-106.5740762,BARREL HOUSE #20,ALL AMERICAN CITY REALTY CO.,915-598-9997,El Paso
2400,N MESA SUITE F,EL PASO,TX,79902,2400 N MESA SUITE F,31.77480857,-106.5011149,BARREL HOUSE LIQUORS,ALL AMERICAN CITY REALTY CO.,915-598-9997,El Paso
6101,UPPER VALLEY ROAD SUITE 101,EL PASO,TX,79932,6101 UPPER VALLEY ROAD SUITE 101,31.87941296,-106.6108199,BARREL HOUSE LIQUORS #25,ALL AMERICAN CITY REALTY CO.,915-598-9997,El Paso
4858,N MESA,EL PASO,TX,79912,4858 N MESA,31.80784703,-106.5096414,BARREL HOUSE LIQUORS #27,ALL AMERICAN CITY REALTY CO.,915-593-0213,El Paso
5140,FAIRBANKS DRIVE SUITE 7 AND 8,EL PASO,TX,79930,5140 FAIRBANKS DRIVE SUITE 7 AND 8,31.90273804,-106.4234815,BARREL HOUSE LIQUORS #30,ALL AMERICAN CITY REALTY CO.,915-355-6100,El Paso
6217,AIRPORT ROAD,EL PASO,TX,799252428,6217 AIRPORT ROAD,31.78817471,-106.4092876,BARREL HOUSE LIQUORS #8,ALL AMERICAN CITY REALTY CO.,915-598-9997,El Paso
3354,OLD SPANISH TRAIL SUITE A,HOUSTON,TX,77021,3354 OLD SPANISH TRAIL SUITE A,29.70114413,-95.37165649,BARRELS AND BOTTLES OST LLC,BARRELS AND BOTTLES OST LLC,,Harris
1806,S BATTLEGROUND SUITE B,DEER PARK,TX,77536,1806 S BATTLEGROUND SUITE B,29.69575222,-95.09362668,BATTLEGROUND LIQUOR #1,DEER PARK LIQUOR INC.,(281) 479-5004,Harris
3928,OLD SPANISH TRAIL SUITE E,HOUSTON,TX,77021,3928 OLD SPANISH TRAIL SUITE E,29.70238278,-95.35761529,BAYOU LAND LIQUOR,BAYOU LAND LIQUOR LLC,,Harris
534,WAUGH DRIVE,HOUSTON,TX,77019,534 WAUGH DRIVE,29.76105496,-95.3982719,BAYOU LIQUOR,"NGUYEN, LE CHAU THI",(713) 874-0144,Harris
3423,GARTH ROAD,BAYTOWN,TX,77521-3851,3423 GARTH ROAD,29.75850092,-94.9773714,BAYTOWN DISCOUNT LIQUOR,SUN BLISS ASSOCIATES LLC,,Harris
502,BURLESON STREET SUITE 101,CORPUS CHRISTI,TX,78402-1300,502 BURLESON STREET SUITE 101,27.82358278,-97.38963248,BEACHSIDE LIQUOR STORE,JAY MADI INC.,361-882-7862,Nueces
1350,E BEAR CREEK ROAD,GLENN HEIGHTS,TX,75154,1350 E BEAR CREEK ROAD,32.56051332,-96.82396802,BEAR CREEK BEVERAGE & SPIRITS,VARDUN PETROLEUM LLC,972-217-1118,Dallas
7101,COLLEYVILLE BOULEVARD SUITE B,COLLEYVILLE,TX,76034,7101 COLLEYVILLE BOULEVARD SUITE B,32.9109362,-97.1342396,BEAR CREEK SPIRITS & WINE,BEAR CREEK SPIRITS AND WINE LLC,817-251-8789,Tarrant
770,N ML KING JR PARKWAY,BEAUMONT,TX,77701,770 N ML KING JR PARKWAY,30.08873252,-94.11034602,BEAUMONT LIQUOR,BVH LIQUOR LLC,409-223-1699,Jefferson
705,S MAIN,VEGA,TX,79092,705 S MAIN,35.21150953,-102.2007282,BEER BOX,BLACK & MYERS BEVERAGE CO LLC,806-335-6757,Oldham
5912,PADRE BOULEVARD,SOUTH PADRE ISLAND,TX,78597,5912 PADRE BOULEVARD,26.13083048,-97.17086715,BEN'S LIQUOR,BEN'S LIQUORS LTD.,956-761-4720,Cameron
3000,PADRE BOULEVARD,SOUTH PADRE ISLAND,TX,78597,3000 PADRE BOULEVARD,26.10629721,-97.16808703,BEN'S LIQUOR,BEN'S LIQUORS LTD.,956-761-4720,Cameron
1004,PADRE BOULEVARD SUITE E1,SOUTH PADRE ISLAND,TX,78597,1004 PADRE BOULEVARD SUITE E1,26.09231341,-97.16454957,BEN'S LIQUOR,BEN'S LIQUORS LTD.,956-761-4720,Cameron
3910,LOUETTA ROAD 'G',SPRING,TX,77388,3910 LOUETTA ROAD 'G',30.0483735,-95.4753659,BENSEAN LIQUOR,BENSEAN INC.,281-907-0324,Harris
1,FM 3351S SUITE 150,BOERNE,TX,78006,1 FM 3351S SUITE 150,29.85535442,-98.72262159,BERGHEIM CELLARS,STK BERGHEIM LLC,(830) 229-5233,Kendall
19311,HWY 87,LUBBOCK,TX,794239608,19311 HWY 87,33.431812,-101.834512,BERNARDS BEER WINE & LIQUOR,"JAM, REZA SAID MOUSAVI",806-863-2745,Lubbock
12901,QUEENSBURY LANE,HOUSTON,TX,77079,12901 QUEENSBURY LANE,29.777606,-95.5635786,BERT WHEELER BEVERAGE STORE SPEC'S LIQUORS #49,SPEC'S FAMILY PARTNERS LTD.,(713) 526-8787,Harris
8459,HWY 19 NORTH,TRINITY,TX,75862,8459 HWY 19 NORTH,30.95983167,-95.32384221,BEST BARGAIN BEVERAGE,"NGUYEN, KHANH HUNG",(936) 594-6813,Trinity
5011,MILITARY PARKWAY SUITE B,DALLAS,TX,75227-1639,5011 MILITARY PARKWAY SUITE B,32.7841,-96.7303,BEST BUY BEVERAGE,CTN INVESTMENT INC.,214 381 2932,Dallas
17337,SPRING CYPRESS ROAD,CYPRESS,TX,77429,17337 SPRING CYPRESS ROAD,29.97208832,-95.69219342,BEST BUY LIQUOR,KSP TRADING INC.,,Harris
10502,HUFFMEISTER ROAD SUITE C,HOUSTON,TX,77065,10502 HUFFMEISTER ROAD SUITE C,29.9276178,-95.6281624,BEST BUY LIQUOR,KSP TRADING INC.,,Harris
6214,SCOTT STREET,HOUSTON,TX,77021,6214 SCOTT STREET,29.70125878,-95.35960846,BEST HAPPY LIQUOR,"TRAN, DANNY",713-485-5504,Harris
13954,OLD HUMBLE ROAD,HUMBLE,TX,773963321,13954 OLD HUMBLE ROAD,29.9223545,-95.3024123,BEST LIQUOR,JASH LIQUOR LLC,281 441-4489,Harris
3502,N 6TH STREET,ABILENE,TX,79603-5643,3502 N 6TH STREET,32.45538335,-99.76540711,BEST PRICE LIQUOR,BEST PRICE LIQUOR LLC,325-701-9977,Taylor
11023,TELEPHONE ROAD,HOUSTON,TX,77075,11023 TELEPHONE ROAD,29.6049548,-95.2855686,BEST ROYAL LIQUOR,J.V. EDITION CORPORATION,713-987-2227,Harris
19620,KUYKENDAHL ROAD SUITE 160,SPRING,TX,77379,19620 KUYKENDAHL ROAD SUITE 160,30.0566101,-95.4947602,BEST VAIN LIQUOR LLC,BEST VAIN LIQUOR LLC,,Harris
1106,E BETHANY DRIVE SUITE A,ALLEN,TX,75002,1106 E BETHANY DRIVE SUITE A,33.0851352,-96.6466399,BETHANY DISCOUNT LIQUOR,BETHANY ENTERPRISES INC.,,Collin
9204,RICHMOND AVENUE,HOUSTON,TX,77063,9204 RICHMOND AVENUE,29.7296447,-95.525749,BEVERAGE BARN,Q & B STORE INC.,(713) 789-5347,Harris
243,E CARRINGTON AVENUE,MARQUEZ,TX,778650723,243 E CARRINGTON AVENUE,31.23034754,-96.22809228,BEVERAGE BARN,N & H BUSINESS ENTERPRISES INC.,903-529-1294,Leon
6565,BABCOCK ROAD SUITE 18,SAN ANTONIO,TX,78249,6565 BABCOCK ROAD SUITE 18,29.5557922,-98.6144756,BEVERAGE DELITE,MEHAT ENTERPRISES INCORPORATED,(210) 690-5098,Bexar
2377,STEMMONS TRAIL,DALLAS,TX,75220,2377 STEMMONS TRAIL,32.86017896,-96.88941364,BEVERAGE DEPOT,"GANJI, ALI SHAUN",214-350-0029,Dallas
6575,E NW HWY,DALLAS,TX,75214,6575 E NW HWY,32.82861597,-96.74544845,BEVERAGE DEPOT,"GANJI, ALI SHAUN",214-823-4011,Dallas
5050,LAKEVIEW PARKWAY,ROWLETT,TX,75088,5050 LAKEVIEW PARKWAY,32.90764871,-96.55433457,BEVERAGE DEPOT #4,"GANJI, ALI SHAUN",214-823-4011,Dallas
10222,N STEMMONS FREEWAY,DALLAS,TX,75220,10222 N STEMMONS FREEWAY,32.86237599,-96.89347555,BEVERAGE DEPOT #5,"GANJI, ALI SHAUN",,Dallas
218,HWY 3 SUITE A,LA MARQUE,TX,77568,218 HWY 3 SUITE A,29.3767398,-94.9686588,BEVERAGE MART LIQUOR,JAI ASHAPURIMA CORPORATION,,Galveston
4706-08,SPENCER HWY,PASADENA,TX,77505,4706-08 SPENCER HWY,29.66523179,-95.17209356,BEVERAGE MART LIQUOR,JAI ASHAPURIMA CORPORATION,(281) 487-0848,Harris
10491,KUYKENDAHL,THE WOODLANDS,TX,773822530,10491 KUYKENDAHL,30.18084728,-95.5339023,BEVERAGE SHOPPE WINES & SPIRITS & CIGARS BEVERAGE SHOPPE,SPEC'S FAMILY PARTNERS LTD.,(713) 526-8787,Montgomery
3200,NW FREEWAY,WICHITA FALLS,TX,76306-4902,3200 NW FREEWAY,33.94514477,-98.52413801,BEVERLY LIQUOR,L & T & M CORP.,940-855-3251,Wichita
415,S COMMERCE STREET,LOCKHART,TX,78644,415 S COMMERCE STREET,29.8815497,-97.6709991,BEVIES FINE WINE & SPIRITS,HOPSCOTCH LLC,512-699-6632,Caldwell
2404,VICTORY PARK LANE,DALLAS,TX,75219,2404 VICTORY PARK LANE,32.78864017,-96.8094146,BIAGIO WINE & SPIRIT,BIAGIO & CO. LLC,,Dallas
6619,FOREST HILL DRIVE SUITE 45,FOREST HILL,TX,76140-1260,6619 FOREST HILL DRIVE SUITE 45,32.6586452,-97.2686081,BIG COUNTRY LIQUOR BEER & WINE,KARAM FAMILY ENTERPRISES INC.,817-483-9261,Tarrant
28214,IH 10W SUITE 103,FAIR OAKS RANCH,TX,78006,28214 IH 10W SUITE 103,29.85535442,-98.72262159,BIG COUNTRY LIQUOR LLC,BIG COUNTRY LIQUOR LLC,210-287-6693,Bexar
3702,HWY 83S SUITE 105,LAREDO,TX,78046,3702 HWY 83S SUITE 105,27.37489259,-99.34945369,BIG JIM'S DISCOUNT LIQUOR STORE,BIG JIM'S DISCOUNT LIQUOR STORE INC.,956-723-7721,Webb
4133,3RD STREET,WALNUT SPRINGS,TX,76690,4133 3RD STREET,32.05820899,-97.74976411,BIG JOHN'S LIQUOR,BIG JOHN'S LIQUOR INC.,(254) 797-5000,Bosque
3351,TURNER PLAZA DRIVE SUITE 110N,ABILENE,TX,79606,3351 TURNER PLAZA DRIVE SUITE 110N,32.36094757,-99.82696242,BIG JOHNSON LIQUOR & BEER,BIG JOHNSON INVESTMENTS LLC,325-795-2441,Taylor
1808,HWY 350 EAST,BIG SPRING,TX,79720,1808 HWY 350 EAST,32.28946592,-101.46753,BIG MIKE'S FARM STORE,3 BARR COOK LIQUOR LP,432-267-7215,Howard
880,E LOOP 281 SUITE A,LONGVIEW,TX,75605,880 E LOOP 281 SUITE A,32.5278379,-94.7040546,BIG PAPA'S LIQUOR BEER & WINE,"BIG PAPA'S LIQUOR, BEER & WINE LLC",903-757-7591,Gregg
1302,N SWENSON STREET,STAMFORD,TX,79553,1302 N SWENSON STREET,32.93883767,-99.84264306,BIG RED'S LIQUOR,BIG RED'S LIQUOR LLC,325-773-2806,Haskell
4501,MILLER AVENUE,FORT WORTH,TX,76119,4501 MILLER AVENUE,32.6987955,-97.2626087,BIG SMITH LIQUOR,"SMITH, SHAMONZ",,Tarrant
4301,BOONVILLE ROAD SUITE 100,BRYAN,TX,77802,4301 BOONVILLE ROAD SUITE 100,30.6622551,-96.3016025,BIG'S SPIRITS & WINE,SUNRISE GROCERS INC.,979-731-1055,Brazos
2601,N MIDLAND DRIVE,MIDLAND,TX,79707,2601 N MIDLAND DRIVE,32.0091304,-102.1397272,BILL'S BOTTLE SHOP,BOB FU INTERNATIONAL LLC,432-689-6944,Midland
2090,HWY 276,EAST TAWAKONI,TX,754728006,2090 HWY 276,32.88592445,-95.87795129,BILLY'S LIQUOR,KL & LS CORPORATION,903 447-3141,Rains
709,FM 616,BLESSING,TX,77419,709 FM 616,28.87171746,-96.22039007,BILLY'S LIQUOR STORE,BLESSING LIBATIONS LLC,713-557-3452,Matagorda
1427,IOWA PARK ROAD,WICHITA FALLS,TX,763065941,1427 IOWA PARK ROAD,33.92666565,-98.50959268,BJ LIQUOR,"LIM, SOTHA",940-322-9832,Wichita
600,E MOORE AVENUE SUITE 1,TERRELL,TX,75061,600 E MOORE AVENUE SUITE 1,32.8260403,-96.96544213,BJ'S LIQUOR,HARJIT BUSINESS INC.,972-524-9758,Kaufman
227,IH 30 NORTHEAST,CUMBY,TX,754332610,227 IH 30 NORTHEAST,33.13522718,-95.83946967,BLACK JACK PACKAGE STORE,ADOBE TRADING COMPANY,(903) 994-2659,Hopkins
2824,N LOCUST STREET,DENTON,TX,762097618,2824 N LOCUST STREET,33.2402482,-97.1323314,BLACK TIE LIQUORS,ANS INVESTMENTS INC.,940-383-0486,Denton 
26411,HWY 380E SUITE B,AUBREY,TX,76227,26411 HWY 380E SUITE B,33.27391526,-96.99051085,BLACK TIE LIQUORS #2,ANS INVESTMENTS INC.,940-440-6530,Denton 
20205,FM 685 SUITE 225,PFLUGERVILLE,TX,78660,20205 FM 685 SUITE 225,30.4840833,-97.5838657,BLACKHAWK LIQUOR,NKE L.L.C.,512-252-8993,Travis
10100,WEST RD SUITE E,HOUSTON,TX,77064-6306,10100 WEST RD SUITE E,29.90998205,-95.56879701,BLIND PIG LIQUOR,C&N ENTERPRISES LLC,281-469-9463,Harris
8620,LONG POINT ROAD,HOUSTON,TX,77055-3002,8620 LONG POINT ROAD,29.80310372,-95.50109315,BLU LIQUOR,"ALEXANDRE, KIMMY NATASHA",281-773-9021,Harris
1721,PARKWAY DRIVE,LUBBOCK,TX,79403-4403,1721 PARKWAY DRIVE,33.5942871,-101.8162453,BLUE BOX,ASTRO LIQUOR STORE L.L.C.,806-762-6199,Lubbock
907,N RICE STREET,HAMILTON,TX,76531,907 N RICE STREET,31.71895614,-98.11902229,BLUE DOG LIQUOR,BLUE DOG LIQUOR STORE INC.,254-386-3250,Hamilton
1149,HWY 6 SOUTH,HOUSTON,TX,77077,1149 HWY 6 SOUTH,29.76735964,-95.64371728,BLUE SKY LIQUOR,"NGUYEN, TRANG THI",281-531-8456,Harris
800,MAIN ST SUITE B,LIBERTY,TX,77575,800 MAIN ST SUITE B,30.06400818,-94.79585015,BLUE'S LIQUOR,ASEES INC.,936-641-9271,Liberty
3510,BLUEBONNET CIRCLE,FORT WORTH,TX,76109-2955,3510 BLUEBONNET CIRCLE,32.69835747,-97.36035635,BLUEBONNET LIQUORS,BLUEBONNET LIQUORS LLC,817-926-0966,Tarrant
1200,SE 10TH AVE STE B,AMARILLO,TX,79102,1200 SE 10TH AVE STE B,35.2014159,-101.823606,BLURRY'S,"TURMAN, JESSICA DANIELLE",806-340-4120,Potter
9811,HWY 80 EAST 'A',MIDLAND,TX,79706,9811 HWY 80 EAST 'A',32.07131241,-101.928826,BNB LIQUOR AND BEER,"BURKEEN, RITA LOUISE",,Midland
9505,FM 1472 SUITE 106,LAREDO,TX,78045,9505 FM 1472 SUITE 106,27.5877012,-99.51072515,BOB'S LIQUOR,"CRUZ, DIANA L",956-235-0264,Webb
301,HWY 259 NORTH,ORE CITY,TX,75683,301 HWY 259 NORTH,32.82299071,-94.73700269,BOIL'S LIQUOR,"UNG, MICHELLE",903-968-8888,Upshur
32015,HWY 249 SUITE 104,PINEHURST,TX,77362,32015 HWY 249 SUITE 104,30.13153926,-95.65327331,BONANZA LIQUOR #2,NASP INC.,(281) 357-0341,Montgomery
305,IH 20 EAST,TERRELL,TX,75160,305 IH 20 EAST,32.76167423,-96.30015544,BOO'S BEVERAGE CENTER,KESHANI INCORPORATED,972-524-0233,Kaufman
4208,FALL CREEK HWY,ACTON,TX,760497954,4208 FALL CREEK HWY,32.4373689,-97.6820468,BOOTLEGGER LIQUOR,"CUMMINGS, RONALD DONOVAN",(817) 326-4443,Hood
4517,HWY 377 EAST,GRANBURY,TX,76049,4517 HWY 377 EAST,32.4626614,-97.7154748,BOOTLEGGER LIQUOR NO. 2,"CUMMINGS, RONALD DONOVAN",817-326-4443,Hood
904,E MOORE,TERRELL,TX,75160,904 E MOORE,32.7349462,-96.26600336,BOOTS LIQUOR,SONG SUN LLC,(972) 563-0446,Kaufman
1801,CRD 1101 SOUTH,MIDLAND,TX,79706,1801 CRD 1101 SOUTH,31.84553185,-102.0023676,BOOZE N CRUISE BEER BARN,BOOZE N CRUISE BEER BARN LLC,432-530-4195,Midland
307,N MAIN STREET,LONE STAR,TX,75568,307 N MAIN STREET,33.20496195,-94.67801859,BOOZE STATION,BOOZE STATION INCORPORATED LLC,,Morris
1718,MILAM STREET,UVALDE,TX,78801-3730,1718 MILAM STREET,29.2307592,-99.7930607,BOTTLE 'N BAG,SOUTH TEXAS BEVERAGE LLC,830-278-2784,Uvalde
315,E FISHER AVENUE,SABINAL,TX,78881,315 E FISHER AVENUE,29.31753794,-99.46981952,BOTTLE 'N BAG - SABINAL,SOUTH TEXAS BEVERAGE LLC,830-278-2784,Uvalde
111,IH 45S SUITE C,HUNTSVILLE,TX,77340,111 IH 45S SUITE C,30.64368651,-95.53985456,BOTTLE AND BREW,THE M. HONG CORPORATION,(936) 291-0094,Walker
1751,EASTCHASE PARKWAY,FORT WORTH,TX,76120,1751 EASTCHASE PARKWAY,32.7535866,-97.1701016,BOTTLE GIANT,T.R. ABBO LLC,248-489-1880,Tarrant
8631,BEECHNUT STREET,HOUSTON,TX,77036,8631 BEECHNUT STREET,29.6902409,-95.5373924,BOTTLE KING LIQUOR,BOTTLE KING INC.,281-974-3999,Harris
2320,KEMP BOULEVARD,WICHITA FALLS,TX,76309,2320 KEMP BOULEVARD,33.88969685,-98.52792136,BOTTLE MART,ATV PHAN CORPORATION,940-337-1629,Wichita
7109,S STAPLES SUITE A,CORPUS CHRISTI,TX,78413,7109 S STAPLES SUITE A,27.67698297,-97.38932521,BOTTLE SHOP,BOTTLE SHOP LLC,(361) 993-2583,Nueces
1314,HWY 83 EAST,LA FERIA,TX,78559,1314 HWY 83 EAST,26.14823774,-97.83135126,BOTTLE SHOP LIQUOR STORE,CBJ VENTURES LLC,956-797-5700,Cameron
5708,WURZBACH ROAD,LEON VALLEY,TX,78238,5708 WURZBACH ROAD,29.48596888,-98.6031874,BOTTLECAP BEVERAGES,"VALENZUELA, ADAM LABIOS",210-557-0010,Bexar
20760,HWY 79 EAST,NEW SUMMERFIELD,TX,75766,20760 HWY 79 EAST,31.98109549,-95.10616751,BOTTLENECKS,BOTTLENECKS BEER AND WINE LLC,903-726-2028,Cherokee
405,N GUN BARREL LANE,GUN BARREL CITY,TX,75156-3730,405 N GUN BARREL LANE,32.28685344,-96.09982536,BOTTLES,POTEAN INC.,903-880-0022,Henderson
2240,NAVIGATION SUITE 500,HOUSTON,TX,77003,2240 NAVIGATION SUITE 500,29.7579601,-95.3474474,BOTTLES & BOOZE LIQUOR STORE,BOTTLE FINE WINES SPIRITS & CIGARS OF TEXAS LLC,,Harris
9100,VISCOUNT SUITE E,EL PASO,TX,79925,9100 VISCOUNT SUITE E,31.77362521,-106.3692981,BOTTLES THE LIQUOR SHOP,"CAMACHO, ELIAS RENOVA (ET AL)",,El Paso
500,W MOORE AVENUE,TERRELL,TX,75160-3122,500 W MOORE AVENUE,32.73721841,-96.28272913,BOTTOM'S UP,HACHI EIGHT ENTERPRISE INC.,972-551-2220,Kaufman
5715,RANDOLPH BOULEVARD,SAN ANTONIO,TX,78233-6146,5715 RANDOLPH BOULEVARD,29.5357066,-98.376257,BOULEVARD SPIRITS,"ESNAURRIZAR, CHRISTIAN RUBEN",210-653-9554,Bexar
15139,BULVERDE ROAD SUITE 103,SAN ANTONIO,TX,78247,15139 BULVERDE ROAD SUITE 103,29.5792598,-98.420766,BOURBON KING,AVALONE HOSPITALITY LLC,210-654-0100,Bexar
3933,S MCCOLL ROAD,EDINBURG,TX,78539,3933 S MCCOLL ROAD,26.32027989,-98.19177732,BOURBON ST. LIQUOR WINE & BEER,DAMASA PRODUCTS LLC,956-287-3337,Hidalgo
603,E WISE STREET,BOWIE,TX,76230-5224,603 E WISE STREET,33.55600892,-97.8422982,BOWIE LIQUOR,"JONES, ELIZABETH MARIE",940-872-2226,Montague
503,E MAIN STREET,POST,TX,793563409,503 E MAIN STREET,33.19086072,-101.3726904,BRADY'S PACKAGE STORE,GWT DISTRIBUTING LLC,(806) 495-3150,Garza
29202,RALPH FAIR ROAD SUITE 400,FAIR OAKS RANCH,TX,78015,29202 RALPH FAIR ROAD SUITE 400,29.7316076,-98.6229872,BRAND BEVERAGES,BRAND BEVERAGES LLC,830-981-5212,Bexar
19338,BABCOCK ROAD SUITE 106,SAN ANTONIO,TX,78255,19338 BABCOCK ROAD SUITE 106,29.65431529,-98.66566357,BRAND LIQUORS,BRAND BEVERAGES LLC,210-725-8945,Bexar
101,N COMMERCE,BREMOND,TX,766290730,101 N COMMERCE,31.16714559,-96.67736685,BREMOND BEVERAGE SHOP,"REAGAN, DAVID CARL",254-746-7317,Robertson
14817,HWY 281,EVANT,TX,76525,14817 HWY 281,31.48559451,-98.14568107,BREWSKIES WATERING HOLE,BREWSKIES WATERING HOLE LLC,254-471-3757,Hamilton
2070,E GRANT STREET SUITE 2,ROMA,TX,78584,2070 E GRANT STREET SUITE 2,26.40480303,-98.98768562,BRIDGE TOWN PREMIUM LIQUORS AND WINE,"LOPEZ, GLORIELA",,Starr
10531,FRY RD BUILDING A2 SUITE 125,CYPRESS,TX,77433,10531 FRY RD BUILDING A2 SUITE 125,29.94914035,-95.73921026,BRIDGELAND FINE WINES,TEXAS SPORTS LIQUOR LLC,281-746-2663,Harris
2010,CHICO HWY,BRIDGEPORT,TX,76426,2010 CHICO HWY,33.2229921,-97.76888552,BRIDGEPORT DISCOUNT LIQUOR,UMIA CORPORATION,940-683-3500,Wise
6627,BRITTMOORE ROAD,HOUSTON,TX,77041,6627 BRITTMOORE ROAD,29.86621074,-95.56918118,BRITTMOORE LIQUOR,FNA ENTERPRISE LLC,713-849-6861,Harris
2708,PEARLAND PARKWAY SUITE 160,PEARLAND,TX,77581,2708 PEARLAND PARKWAY SUITE 160,29.5579912,-95.264924,BROADWAY LIQUOR,VAARAHI LLC,,Brazoria
7612,BRODIE LN SUITE B,AUSTIN,TX,78754,7612 BRODIE LN SUITE B,30.2068422,-97.835648,BRODIES LIQUOR,ARFAMOMIN CORP.,512-292-7267,Travis
1003,E 2ND,CLARENDON,TX,79226,1003 E 2ND,34.90319835,-100.9953173,BROKEN ROAD JR LIQUOR STORE,"ELY, LARRY DALE",806-205-2515,Donley
200,E COLORADO STREET SUITE A,RIO HONDO,TX,78583,200 E COLORADO STREET SUITE A,26.23522823,-97.57937728,BROKEN WELL,BROKEN WELL L.L.C.,956-748-5035,Cameron
4401,S FRONT STREET,BROOKSHIRE,TX,77423,4401 S FRONT STREET,29.83891388,-95.98252662,BROOKSHIRE MARKET BASKET,"BISHARA, JULIA SHANAR",281 375-5067,Waller
2518,W BRUTON ROAD,BALCH SPRINGS,TX,75180,2518 W BRUTON ROAD,32.71888537,-96.61843205,BRUTON LIQUOR,ONE53 INC.,972-242-2100,Dallas
1322,MARTIN LUTHER KING JR,DALLAS,TX,75215,1322 MARTIN LUTHER KING JR,32.75885987,-96.78022036,BUCK & RUCK CUT RATE LIQUOR BEER & WINE,SHARAAB INC.,(214) 421-3323,Dallas
1912,E MARSHALL AVENUE,LONGVIEW,TX,75601,1912 E MARSHALL AVENUE,32.50404379,-94.71180741,BUCK SHOT LIQUOR,"HUOTH, VANNY",903 758 1994,Gregg
2580,WALNUT HILL LANE,DALLAS,TX,75229,2580 WALNUT HILL LANE,32.8807,-96.8906,BUCKEYE LIQUOR,T & A LE CORPORATION,214-351-5692,Dallas
14825,INWOOD ROAD '200',ADDISON,TX,75001,14825 INWOOD ROAD '200',32.94966957,-96.82919375,BUCKHORN DISCOUNT LIQUOR,VARUN VENTURES LLC,443-564-9206,Dallas
217,S MAIN STREET,JACKSBORO,TX,76458,217 S MAIN STREET,33.21793042,-98.18772665,BUCKS & HOT RODS LIQUOR WINE BEER,BUCKS & HOT RODS SPIRITS INC.,940-567-2196,Jack
10150,MONTANA 'A',EL PASO,TX,79925,10150 MONTANA 'A',31.79640123,-106.3443408,BUDDY'S WHISKEY SHED,BUDDY'S WHISKEY SHED L.L.C.,915-599-2273,El Paso
13290,IH 27,AMARILLO,TX,79119-9713,13290 IH 27,35.0726887,-101.9199715,BUFFALO CHIP LIQUOR BEER & WINE,RJMBC LTD.,806-622-1333,Randall
1603,E END BLVD SOUTH,MARSHALL,TX,75670,1603 E END BLVD SOUTH,32.53081237,-94.35099051,BULL OF THE WOODS,"IN, VINNY VIRICHEAT",(903) 935-5639,Harrison
3762,HWY 19,RIVERSIDE,TX,77320,3762 HWY 19,30.85140743,-95.40452854,BUSY - BEE LIQUOR,"LARSON, BRADY WARREN",,Walker
383,HUFFINES PLAZA  'F',LEWISVILLE,TX,75057,383 HUFFINES PLAZA  'F',33.0342142,-96.9960766,BUY LOW BEER & WINE,LUCKY WONG INC.,972-221-2688,Denton 
3645,FM 1960 WEST SUITE 312,HOUSTON,TX,77068,3645 FM 1960 WEST SUITE 312,29.9948232,-95.4826707,BUZZ LIQUOR,BUZZ LIQUOR LLC,,Harris
